"id","name","address","phone","url","latitude","longitude","cfkids"
"876","CrossFit Sacramento","1146 Fulton Ave, Sacramento, CA, 95825, United States","(916) 622-7766","http://www.crossfitsacramento.com/","38.5859","-121.4015","false"
"877","null",", null, , , null","null","false","32.7143","-117.152","true"
"878","CrossFit San Diego Weekend Warriors","PO Box 16007, San Diego, CA, 92176, United States","(619) 446-8945","http://www.crossfitweekendwarriors.com/","40.0158","-83.0763","false"
"879","CrossFit San Jose","1610 Dell Ave., Suite A & S, Campbell, CA, 95008, United States","(408) 781-0554","http://www.crossfitsj.com/","37.2624","-121.9559","false"
"880","CrossFit Santiago","Andes #2072, Santiago Centro, Santiago, , Chile","229429477","http://www.crossfitsantiago.com/","-33.4329","-70.666","true"
"882","null",", null, , , null","null","false","40.0158","-83.0763","true"
"883","null",", null, , , null","null","false","33.4221","-111.9065","true"
"884","CrossFit Stamford","75 Selleck Street, Stamford, CT, 06902, United States","(203) 554-4171","http://www.crossfitstamford.com/","41.0406","-73.5503","false"
"885","CrossFit Sydney","32 McCauley Street, Alexandria, NSW, 2015, Australia","(041) 455-2429","http://www.crossfitsydney.com.au/","-33.9026","151.1986","false"
"886","North Shore CrossFit","121 Liberty Street, Danvers, MA, 01960, United States","(978) 777-1270","http://www.northshorecrossfit.com","42.5432","-70.9215","false"
"888","CrossFit Toronto","24 Industrial St., East York, ON, M4G 1Y9, Canada","(647) 351-6336","http://www.crossfitto.com/","43.6555","-79.3405","true"
"889","CrossFit Vancouver","1980 Clark Drive, Vancouver, BC, V5N 0A9, Canada","(604) 253-1261","http://crossfitvancouver.com/","49.2672","-123.0773","false"
"890","null",", null, , , null","null","false","-37.7959","144.9776","true"
"891","CrossFit Whistler","1-1345 Alpha Lake Road, Whistler, BC, V0N 1B1, Canada","(604) 935-2500","http://www.crossfitwhistler.com/","50.089","-123.0379","false"
"892","Team CrossFit Academy","205 W. Duarte Road, Monrovia, CA, 91016, United States","(626) 437-8739","http://www.TeamCrossFitAcademy.com","34.1326","-118.0032","false"
"893","CrossFit North Queensland","Unit 7, 197 Ingham Rd, West End, Townsville, QLD, 4810, Australia","(042) 311-0175","http://crossfitnq.com.au/","-19.266","146.7866","true"
"894","CrossFit Westside","672 Leg In Boot Square, Vancouver, BC, V6Z 4B5, Canada","(604) 763-2414","http://www.crossfitwestside.com/","49.2674","-123.119","false"
"895","Get Built Chattanooga CrossFit","301 West Main Street, Chattanooga, TN, 37408, United States","(423) 240-5355","http://www.getbuiltchattanoogacrossfit.com/","35.0352","-85.3041","false"
"897","Bayou City CrossFit","3622 Golf Street, Houston, TX, 77018, United States","(806) 881-7242","http://www.bayoucitycrossfit.com/","29.8205","-95.4242","true"
"898","Triangle CrossFit","10113 Division Dr, Raleigh, NC, 27603, United States","(919) 600-9396","http://www.trianglecrossfit.com","35.6339","-78.7115","true"
"900","CrossFit Unleashed","5115 W. Knox St., Tampa, FL, 33634, United States","(813) 363-5907","http://www.crossfitu.com","28.0068","-82.532","false"
"901","null",", null, , , null","null","false","37.7885","-122.4213","true"
"903","null",", null, , , null","null","false","34.1031","-117.8019","true"
"904","CrossFit Fife","14 C ELGIN INDUSTRIAL EST, DUNFERMLINE, Scotland, , United Kingdom","07988638902","http://CROSSFITFIFE.COM","56.0717","-3.4522","false"
"906","Cardinal CrossFit","1806 E. Main Street, Richmond, VA, 23223, United States","(202) 744-6725","http://www.crossfitcapitolhill.com","38.8873","-76.9834","false"
"909","Reebok CrossFit FirePower","705 Nipissing Rd,, Milton, ON, L9T 4Z5, Canada","(905) 864-9941","http://www.crossfitreebokfirepower.com/","43.5214","-79.8674","true"
"910","Gateway CrossFit","507 South Hanley Road, Clayton, MO, 63105, United States","(314) 374-6725","http://www.gatewaycrossfit.com","38.6437","-90.3349","false"
"911","null",", null, , , null","null","false","33.8118","-84.3934","true"
"913","null",", null, , , null","null","false","34.0428","-84.6133","true"
"914","CrossFit 321","62 Park Drive, Topsham, ME, 04086, United States","(207) 729-8200","http://www.crossfit321.com","43.9339","-69.9772","true"
"915","CrossFit York","147 West Philadelphia Street, York, PA, 17401, United States","(443) 538-1147","http://www.crossfityork.com/","39.963","-76.7313","true"
"916","null",", null, , , null","null","false","41.7058","-88.2737","true"
"918","CrossFit Costa Mesa","766 St. Clair, Costa Mesa, CA, 92626, United States","(949) 500-8062","http://www.crossfitcostamesa.com/","33.6776","-117.889","false"
"919","CrossFit Hyperformance","904 E 70th St., Savannah, GA, 31405, United States","(912) 541-0530","http://www.crossfithyperformance.com/","32.0269","-81.0946","true"
"920","CrossFit Culver City","9000 Washington Blvd., Culver City, CA, 90232, United States","(310) 558-8400","http://allianceculvercity.com/programs/crossfit/","34.0256","-118.3905","false"
"921","Front Range CrossFit","1338 South Valentia St, Unit 182, Denver, CO, 80247, United States","(303) 919-4673","http://www.frontrangecrossfit.com/","39.6922","-104.8901","true"
"926","Rainier CrossFit","13716 24th St. E, Ste 106, Sumner, WA, 98390, United States","(253) 686-9994","http://www.rainiercrossfit.com/","47.2356","-122.2477","true"
"928","San Francisco CrossFit","1162 Gorgas Avenue, 
The Presidio of San Francisco, San Francisco, CA, 94129, United States","(415) 350-9761","http://www.sanfranciscocrossfit.com/","37.8023","-122.4507","true"
"929","The Pit CrossFit","1106 East Grand Ave. Suite C, Arroyo Grande, CA, 93420, United States","805 748-3297","http://www.thepit.tv/","35.12","-120.5964","false"
"931","CrossFit Charlotte","9535 Monroe Road, Suite 100, Charlotte, NC, 28270, United States","(704) 519-6693","http://www.crossfitcharlotte.com/","35.1449","-80.7372","true"
"932","CrossFit Edina","7399 Bush Lake Road, Edina, MN, 55439, United States","(952) 942-1190","http://crossfitmn.com/","44.8682","-93.3597","false"
"933","CrossFit Brisbane","47 Clarence St, Coorparoo, QLD, 4151, Australia","61 7 3324 2663","http://www.crossfitbrisbane.com","-27.49","153.0536","true"
"934","CrossFit Oldtown","805 North Royal Street, Alexandria, VA, 22314, United States","(267) 250-0835","http://www.crossfitoldtown.com/","38.8129","-77.0418","true"
"935","Outlaw CrossFit","727 North Henry Street, Alexandria, VA, 22314, United States","(571) 224-5458","http://outlawcrossfit.com/","38.8134","-77.0493","false"
"937","CrossFit Thousand Oaks","763 E. Thousand Oaks Blvd., Thousand Oaks, CA, 91360, United States","(805) 496-2077","http://www.crossfitthousandoaks.com/","34.1795","-118.8643","false"
"938","CrossFit Eastvale","10247 Bellegrave Ave, Suite 105, Mira Loma, CA, 91752, United States","(760) 902-0542","http://www.crossfitie.typepad.com/","34.0051","-117.5076","true"
"939","CrossFit Columbus","1080 Steelwood Rd., Columbus, OH, 43212, United States","(614) 358-6190","http://www.roguecolumbus.com/","39.996","-83.0359","false"
"940","CrossFit Rochester","3750 Monroe Ave, Pittsford, NY, 14534, United States","(585) 202-7295","http://www.crossfitrochester.com/","43.0971","-77.5253","true"
"941","null",", null, , , null","null","false","40.2389","-74.7233","true"
"942","CrossFit Marin","412 Tamal Plaza, Corte Madera, CA, 94925, United States","(415) 927-1630","http://www.crossfitmarin.com/","37.9359","-122.5205","true"
"944","null",", null, , , null","null","false","47.5837","-122.1615","true"
"947","CrossFit Port Saint Lucie","574 NW Mercantile Pl, Suite 103, Port Saint Lucie, FL, 34986, United States","(772) 985-4014","http://www.crossfitportsaintlucie.com/","27.3329","-80.4099","false"
"949","CrossFit The Rock","100 North Oceanside Rd., Rockville Centre, NY, 11570, United States","(516) 852-2209","http://www.crossfittherock.com/","40.6583","-73.6304","true"
"950","CrossFit Dieppe","1569 Melanson Rd, Dieppe, NB, E1A 7N9, Canada","(506) 388-4838","http://crossfitdieppe.ca/","46.0771","-64.685","false"
"952","CrossFit Asia","2-33-30 Murokawa, Okinawa City, Okinawa, 904-0012, Japan","(098) 987-7754","http://www.crossfitasia.com/","26.3316","127.809","false"
"957","null",", null, , , null","null","false","33.59","-117.2355","true"
"959","CrossFit New Orleans","4921 Airline Drive, Metairie, LA, 70001, United States","(504) 669-5210","http://crossfitneworleans.net/","30.0058","-90.1199","false"
"960","CrossFit Catalyst","88 White Oak Dr E, Sault Ste. Marie, ON, P6B 4J8, Canada","(705) 256-1344","false","46.5374","-84.3313","true"
"961","NorCal CrossFit Santa Clara","2541 Seaboard Ave., San Jose, CA, 95131, United States","(408) 691-0430","http://cfnorcalsantaclara.com/","37.3776","-121.9387","true"
"963","CrossFit Providence","425 Washington St, Providence, RI, 02903, United States","(508) 965-7180","http://www.crossfitprovidence.com","41.8181","-71.423","true"
"964","CrossFit Griffintown","1362 William, Montreal, QC, H3C 1R5, Canada","(514) 394-0707","http://www.lusine.ca","45.4898","-73.565","false"
"967","CrossFit Spokane Valley","12403 E. First Avenue, Spokane, WA, 99216, United States","(509) 990-2000","http://crossfitspokanevalley.com/","47.6558","-117.2378","true"
"970","CrossFit Savannah","2021 Tennessee Ave, Savannah, GA, 31404, United States","(912) 507-7106","http://www.crossfitsavannah.org/","32.0508","-81.0637","false"
"971","West Coast CrossFit","22/66 Roberts st, Osborne Park, WA, 6017, Australia","001161864654777","http://www.sfgym.com.au/","-31.9079","115.8245","true"
"972","Panhandle CrossFit","226 Commercial Drive, Panama City, FL, 32405, United States","(850) 691-5150","http://www.panhandlecrossfit.com/","30.1726","-85.6595","false"
"976","CrossFit Houston","716 Telephone Rd., Houston, TX, 77023, United States","(832) 265-8195","http://www.crossfithouston.com/","29.7342","-95.3316","false"
"977","Indy CrossFit","211 S Ritter Ave Suite G, Indianapolis, IN, 46219, United States","(317) 847-5121","http://www.indycrossfit.com/","39.7675","-86.0731","false"
"978","null",", null, , , null","null","false","33.799","-117.5002","true"
"979","Steel City CrossFit","1685 Main Street West, Hamilton, ON, L8S 1G5, Canada","(905) 577-0626","http://www.steelcitycrossfit.com/","43.257","-79.9342","false"
"980","Saint City CrossFit","190 Carleton Drive, #103,, St Albert, AB, T8N0R8, Canada","(780) 224-0435","http://www.saintcitycrossfit.com/","53.6497","-113.5712","false"
"981","CrossFit Flathead","1896 Airport Road, Kalispell, MT, 59901, United States","(406) 755-9348","http://www.crossfitflathead.com/","48.1774","-114.3099","false"
"982","CrossFit Dover","155-L Commerce Way, Dover, DE, 19904, United States","(302) 242-5400","http://crossfitdover.com/","39.1534","-75.5501","false"
"983","null",", null, , , null","null","false","35.6321","-97.493","true"
"984","CrossFit Manchester","Pear Mill Industrial Estate, Stockport Road West, Lower Bredbury, Stockport, Greater Manchester, SK6 2BP, United Kingdom","07970 441171","http://crossfitmanchester.com/","53.4138","-2.1339","false"
"985","CrossFit Spokane","116 E Augusta Ave, Spokane, WA, 99207, United States","(509) 328-3198","http://crossfitspokane.blogspot.com/","47.6725","-117.4086","false"
"988","Primal Fitness","219 M Street NW, Washington, DC, 20001, United States","(202) 596-9348","http://www.primal-fitness.com/","38.9058","-77.0144","false"
"989","null",", null, , , null","null","false","30.8989","-83.341","true"
"990","CrossFit RVA","2522 Hermitage Rd, Suite D, Richmond, VA, 23220, United States","(804) 313-9348","http://www.crossfitrva.com/","37.553","-77.4468","false"
"991","CrossFit Tulsa","4707 S 102nd East Avenue, Broken Arrow, OK, 74146, United States","(918) 361-6707","http://www.crossfittulsa.typepad.com/","36.0863","-95.8727","false"
"994","CrossFit Evolution","851 E State Rd 434, Suite 208, Longwood, FL, 32750, United States","(321) 202-3716","http://www.CrossFitEvolution.com","28.6947","-81.3462","false"
"995","Northwest CrossFit (NW)","2001 15th Ave W, Seattle, WA, 98119, United States","(425) 417-2015","http://www.nwcrossfit.com/","47.6372","-122.377","false"
"998","Elite CrossFit","16719 Pawlin Dr, Selma, TX, 78154, United States","(210) 657-9348","http://www.elite-crossfit.com","29.5924","-98.2958","false"
"1000","Element CrossFit","1 - 3330 Ridgeway Drive, Mississauga, ON, L5L 5Z9, Canada","(416) 618-5255","http://www.elementcrossfit.com","43.5214","-79.7009","false"
"1001","Red River CrossFit","2539 E. 70th St., Shreveport, LA, 71106, United States","(318) 402-2452","http://www.redrivercrossfit.com","32.4484","-93.6984","true"
"1002","CrossFit HardCore West","7251 N. State Road 7, Parkland, FL, 33073, United States","(954) 426-5300","false","26.3236","-80.2033","false"
"1003","null",", null, , , null","null","false","40.8814","-74.0767","true"
"1004","null",", null, , , null","null","false","-35.4209","149.0691","true"
"1006","CrossFit Southeast Queensland","2/9 Trade Street, Ormiston, QLD, 4160, Australia","+610424059312","http://www.hg.typepad.com","-27.5211","153.2569","false"
"1007","null",", null, , , null","null","false","49.1107","-122.6727","true"
"1008","Practice CrossFit","99 Harolds Way, Troy, OH, 45373, United States","(937) 875-5344","http://www.gopractice.biz","40.0191","-84.1988","true"
"1009","CrossFit Nordic","Hälsingegatan 47, Odenplan, Stockholm, 11331, Sweden","0046850904291","http://www.crossfitnordic.se/","59.3409","18.0515","false"
"1010","null",", null, , , null","null","false","37.0902","-95.7129","true"
"1011","CrossFit Namur","Avenue Albert Premier, 3, Erpent, Namur, 5000, Belgium","0471 13 28 9","http://www.crossfitnamur.be/","50.4593","4.8505","true"
"1013","Centennial CrossFit","7939 E. Arapahoe Rd., Suite 100c, Greenwood Village, CO, 80112, United States","(303) 981-1851","http://www.centennialcrossfit.com/","39.5963","-104.8979","true"
"1014","null",", null, , , null","null","false","47.239","-122.4391","true"
"1017","CrossFit San Leandro","2450 Alvarado St, #2, San Leandro, CA, 94577, United States","(510) 895-1392","http://www.crossfitsl.net/","37.7123","-122.1555","false"
"1018","CrossFit 1st State","118 Sleepy Hollow Drive, Suite 3, Middletwon, DE, 19709, United States","(302) 242-5400","http://www.crossfitfirststate.com","39.4529","-75.7321","false"
"1019","Southern Maryland CrossFit","54 Industrial Park Dr., Unit 20, Waldorf, MD, 20602, United States","(301) 885-6597","http://www.southernmarylandcrossfit.com","38.6131","-76.913","false"
"1020","null",", null, , , null","null","false","44.2813","-121.1725","true"
"1022","CrossFit 9","2727 6th Avenue S, St. Petersburg, FL, 33712, United States","(727) 687-2866","http://crossfit9.com/","27.7649","-82.6706","false"
"1023","CrossFit Endeavor","5040 Nike Dr, Suite D, Hilliard, OH, 43026, United States","(614) 219-9225","http://endeavordcf.com/crossfit/","39.9939","-83.145","false"
"1025","CrossFit Balboa","943 Newhall St, Costa Mesa, CA, 92627, United States","(949) 945-4160","http://www.crossfitbalboa.com/","33.6342","-117.9379","false"
"1027","null",", null, , , null","null","false","40.7556","-111.9081","true"
"1028","CrossFit C2E","1 Commercial Drive, Florida, NY, 10921, United States","(914) 456-0570","http://www.crossfitc2e.com/","41.347","-74.3571","false"
"1031","CrossFit Hickory","51 14th Ave NE, Hickory, NC, 28601, United States","(828) 855-0210","http://www.crossfithickory.com","35.7512","-81.3376","false"
"1032","CrossFit Thoroughbreds","11495 S. Cleveland Ave., Fort Myers, FL, 33907, United States","(239) 851-3940","http://crossfitthoroughbreds.com/","26.5728","-81.8705","false"
"1033","CrossFit Omaha","8938 L Street, Omaha, NE, 68127, United States","(402) 490-8280","http://crossfitomaha.com/","41.2133","-96.0502","false"
"1034","CrossFit Turlock","351 N Walnut, SP#12, Turlock, CA, 95380, United States","(209) 485-0544","http://www.turlockcrossfit.com/","37.495","-120.8725","false"
"1035","BTB CrossFit","696-A Cleburne Terrace, Atlanta, GA, 30306, United States","(404) 688-0100","http://btbfitness.com/programs/crossfit/","33.7727","-84.3538","true"
"1036","CrossFit Wake Forest","1600 Heritage Commerce Ct. Suite 107, Wake Forest, NC, 27587, United States","(919) 225-6782","http://www.crossfitwakeforest.com/","35.9531","-78.5162","true"
"1037","CrossFit Maricopa","41600 W Smith-Enke Dr Ste 129, Maricopa, AZ, 85138, United States","(480) 532-0067","http://crossfitmaricopa.wordpress.com/","33.0739","-112.0148","false"
"1038","CrossFit Park City","2780 Rasmussen Rd. Ste B2, B3, Park City, UT, 84098, United States","(435) 615-2000","http://www.crossfitpc.com","40.7479","-111.5643","true"
"1039","CrossFit CLE","2218 Superior Ave E, Cleveland, OH, 44114, United States","(216) 373-0820","http://www.clevelandcrossfit.com","41.508","-81.6766","false"
"1040","Oceanside CrossFit","4040 Calle Platino, Suite 120, Oceanside, CA, 92057, United States","(760) 579-9558","http://www.Oceansidecrossfit.com","33.207","-117.2954","false"
"1041","CrossFit Syosset","140 Eileen Way, Syosset, NY, 11791, United States","(516) 456-4312","http://www.crossfitcentralli.com/","40.7948","-73.5175","false"
"1042","CrossFit Cleveland","1211 Allen Court, Cleveland, OH, 44116, United States","(216) 812-7841","http://www.crossfitcleveland.com","41.4817","-81.8391","false"
"1043","CrossFit Legacy","1245 Wooster Road West, Barberton, OH, 44203, United States","(330) 289-9602","http://crossfitlegacy.com/","41.0076","-81.6339","false"
"1045","CrossFit Virginia Beach (VB)","413 South Lynnhaven Rd
Suite 106, Virginia Beach, VA, 23452, United States","(757) 348-8843","http://www.crossfitvb.com/","36.8268","-76.079","false"
"1050","FirstPower CrossFit","168 Columbia Way, Cedar City, UT, 84721, United States","(435) 572-0224","http://crossfitcedarcity.com/","37.677","-113.063","false"
"1052","CrossFit San Clemente","79 Via Pico Plaza, San Clemente, CA, 92672, United States","(949) 361-9111","http://www.crossfitsanclemente.com","33.4373","-117.6236","false"
"1053","CrossFit Plymouth","CrossFit Plymouth
Unit 71
Faraday Mill Business Park, Plymouth, Devon, PL4 0ST, United Kingdom","0044 7500 805480","false","50.3684","-4.1151","false"
"1055","CrossFit Camden","45 A Chris Drive, Kingsland, GA, 31548, United States","(912) 617-4408","http://www.crossfitcamden.com/","30.7818","-81.6373","false"
"1056","CrossFit Garage","110 Londonderry Court, Suite 122, Woodstock, GA, 30188, United States","(678) 654-7796","http://www.crossfitgarage.com/","34.0808","-84.5014","false"
"1058","CrossFit Centurion","11349 Folsom Blvd., Rancho Cordova, CA, 95742, United States","(916) 207-7600","http://www.crossfitcenturion.com","38.6126","-121.2586","true"
"1059","null",", null, , , null","null","false","39.1724","-77.1575","true"
"1060","CrossFit Rx","328 Mell Ave, Suite C, Atlanta, GA, 30307, United States","(404) 849-2445","http://www.crossfitrx.com","33.7632","-84.3375","false"
"1062","CrossFit Full Circle","1509 BELLEVILLE STREET, Richmond, VA, 23230, United States","(804) 784-7111","http://www.crossfitfullcircle.com/","37.5713","-77.4747","false"
"1064","CrossFit Westcountry","Unit 4, Tormohun House, Barton Hill Road, Torquay, Devon, TQ2 8JH, United Kingdom","07725 898 400","http://crossfitwestcountry.com/","50.4861","-3.5423","false"
"1065","null",", null, , , null","null","false","35.9083","-84.1513","true"
"1066","CrossFit Halifax","91 Saskatoon Drive, Halifax, NS, B3M 4R8, Canada","(902) 880-3250","http://www.crossfithfx.com/","44.6919","-63.6929","false"
"1067","H.O.T.SIDE CrossFit","15434 S. 70th Court, Orland Park, IL, 60462, United States","(773) 502-1773","http://www.hotsidecf.com/","41.6108","-87.7917","true"
"1068","CrossFit Strong and Real","46 Frunze Street, Kyiv, Kyiv City, , Ukraine","380674806428","http://cfsr.com.ua/","50.4729","30.4981","false"
"1070","null",", null, , , null","null","false","49.8944","-119.4918","true"
"1071","Mountain CrossFit","780 Kinner St, Castle Rock, CO, 80104, United States","(303) 681-2622","http://mountaincrossfit.com/","39.3779","-104.8629","true"
"1072","null",", null, , , null","null","false","47.8651","-121.9942","true"
"1073","Brass Ring CrossFit","578 Stephen F Austin Dr, Conroe, TX, 77302, United States","(858) 688-5674","http://www.brassringfitness.com/","45.6356","-122.5421","false"
"1074","CrossFit Laredo","11204 McPherson, Suite 107, Laredo, TX, 78045, United States","(956) 334-7055","http://crossfitlaredo.com/","27.6162","-99.478","true"
"1075","CrossFit Arlington Heights (AH)","12 W. College Dr. Unit A, Arlington Heights, IL, 60004, United States","(847) 431-4226","http://crossfitah.com/","42.1307","-87.9833","false"
"1076","CrossFit NorthRidge","300 McFarland Blvd. NE, Northport, AL, 35476, United States","(205) 752-1201","http://crossfitnorthridge.net/","33.2366","-87.5551","false"
"1079","CrossFit West Jax","7254 Golden Wing Rd #13-15, Jacksonville, FL, 32244, United States","(904) 504-5852","false","30.2234","-81.7039","false"
"1080","CrossFit Retribution","61 John St, Westminster, MD, 21157, United States","(410) 775-0549","http://www.crossfitretribution.com/","39.5783","-76.9951","false"
"1081","CrossFit 831","2351 Mission Street, Santa Cruz, CA, 95060, United States","(831) 247-2031","http://www.santacruzstudio831.com","36.9611","-122.0479","true"
"1082","CrossFit Delaware Valley","575 Abbott Drive, Broomall, PA, 19008, United States","(484) 472-6356","http://www.crossfitdelawarevalley.com/","39.9602","-75.3357","true"
"1083","null",", null, , , null","null","false","33.041","-117.2939","true"
"1084","SBS CrossFit","19D Highway #12, Steinbach, MB, R5G 1T1, Canada","(204) 371-9706","http://www.stonebrookstrength.com/","49.5084","-96.684","false"
"1086","12 Labours CrossFit BWI","501 McCormick Drive, Suite T-V, Hanover, MD, 21061, United States","(301) 233-2558","http://12labourscrossfitbwi.com/","39.1614","-76.6724","false"
"1087","CrossFit Chesapeake","1009 Scenic Parkway Suite E, Chesapeake, VA, 23323, United States","(757) 410-0707","http://www.crossfitchesapeake.com/","36.7148","-76.317","true"
"1088","CrossFit Buffalo","3820 Union Rd, Cheektowaga, NY, 14225, United States","(716) 583-1011","http://crossfitbuffalo.com/","42.9187","-78.7564","false"
"1089","null",", null, , , null","null","false","41.1025","-111.95","true"
"1092","CrossFit Bodo","Langstranda 5, Bodo, Bodo, 8003, Norway","0114790100063","http://www.crossfitbodo.no/","67.2705","14.3401","true"
"1094","CrossFit FAST","31166 Via Colinas, Ste. 1, Westlake Village, CA, 91362, United States","(805) 551-6444","http://www.crossfitfast.com","34.1544","-118.8051","false"
"1095","CrossFit HardCore","1121 Holland Drive #1, Boca Raton, FL, 33487, United States","(561) 241-3077","http://www.crossfithardcore.com/","26.4068","-80.1116","false"
"1096","Idaho Falls Family YMCA","155 N Corner St, Idaho Falls, ID, 83402, United States","(208) 523-0600","http://ifymca.org/default.asp?ID=134","43.4882","-112.0343","false"
"1097","C.C. CrossFit","7114 Saratoga Blvd, Unit 118, Corpus Christi, TX, 78414, United States","(361) 739-9914","http://cccrossfit.com","27.6728","-97.3571","true"
"1098","CrossFit Agoge","475 Water St., Montrose, CO, 81401, United States","(970) 209-4222","http://crossfitagoge.com/","38.4726","-107.8773","true"
"1100","CrossFit Rockwall","407 South Goliad, Suite D, Rockwall, TX, 75087, United States","(972) 454-9348","http://www.crossfitrockwall.com","32.9274","-96.4598","true"
"1101","CrossFit Fredericton","659 Queen Street, Fredericton, NB, E3B 1C3, Canada","(506) 450-5587","http://www.crossfitfredericton.com/","45.9605","-66.6367","true"
"1102","CrossFit Generation","417 Caredean Drive, Suite C & D, Horsham, PA, 19044, United States","(267) 317-8321","http://www.crossfitgeneration.net","40.2026","-75.1747","true"
"1103","CrossFit Alberta","4242-99st, Edmonton, AB, T6E5B3, Canada","(780) 988-9668","false","53.4797","-113.4877","false"
"1107","CrossFit 4 Everyone","3865 Oak Dr., Augusta, GA, 30907, United States","(803) 292-5107","http://www.crossfit4everyone.com/","33.5174","-82.0702","false"
"1108","BTB CrossFit Buckhead","3209-R Maple Drive NE, Atlanta, GA, 30305, United States","(404) 784-1887","http://www.btbcrossfit.com","55.8795","22.0402","false"
"1110","CrossFit Campbell","180 E. Sunnyoaks Ave #6A, Campbell, CA, 95008, United States","(408) 838-5564","http://crossfitcampbell.typepad.com/","37.2603","-121.9314","false"
"1111","Academy of Lions CrossFit","64 Ossington Ave, Toronto, ON, M6J 2Y7, Canada","(416) 538-4967","http://academyoflions.com/","43.6456","-79.4195","false"
"1113","CrossFit BMW","1600 Clay Ave, Building 1, Ste 137, Detroit, MI, 48211, United States","(313) 576-7701","http://www.crossfitbmw.com/","42.3435","-83.059","false"
"1114","Westlake CrossFit","1705 Cuernavaca Dr., Austin, TX, 78733, United States","(512) 517-6312","http://www.westlakecrossfit.com/","30.3365","-97.8656","false"
"1115","CrossFit Divine Mercy Fitness","5922 E. County Line Rd., Highlands Ranch, CO, 80126, United States","(303) 709-4930","http://www.divinemercyfitness.com/","39.566","-104.9187","false"
"1117","CrossFit Lake Tahoe","100 McFaul Way #100, Zephyr Cove, NV, 89448, United States","(775) 901-6002","http://www.crossfitlaketahoe.com/","39.0004","-119.9526","false"
"1118","Axiom CrossFit","11846 6th Street, Rancho Cucamonga, CA, 91730, United States","(909) 234-3536","http://www.axiomcrossfit.com/","34.0887","-117.5472","false"
"1119","CrossFit WV","901 Brooks St., Charleston, WV, 25301, United States","(304) 550-2248","http://www.crossfitwv.com/","38.351","-81.6236","false"
"1120","null",", null, , , null","null","false","41.9646","-70.6758","true"
"1122","CrossFit Sierra Nevada","120 Woodland Ave. Suite A, Reno, NV, 89523, United States","(775) 742-1453","http://www.crossfitsierranevada.com","39.5059","-119.8962","false"
"1123","RARE CrossFit","10941 Houser Drive, Fredericksburg, VA, 22408, United States","(540) 412-8417","http://www.rarecrossfit.com/","38.2588","-77.5048","true"
"1124","CrossFit Redline","4227 Enterprise Ave, Unit H, Naples, FL, 34104, United States","(239) 207-2533","http://www.CrossfitRedline.com","26.1616","-81.7576","false"
"1125","CrossFit Type 44 West","150 Scalehouse Loop #101 & 102, Bend, OR, 97702, United States","(541) 647-2642","false","44.0483","-121.3093","true"
"1126","CrossFit Gainesville","1126 NW 2nd St, Gainesville, FL, 32601, United States","(352) 215-8609","http://www.crossfitgainesville.com/","29.6622","-82.3267","false"
"1128","CrossFit Rabid","112 A Rainbow Industrial Blvd, Rainbow City, AL, 35906, United States","(256) 312-5068","http://www.crossfitrabid.com/","33.9812","-86.0605","false"
"1129","CrossFit Lakeland","3111 US Hwy 98 S, Unit B, Lakeland, FL, 33803, United States","(863) 327-5913","http://www.crossfitlakeland.com/","28.0127","-81.914","true"
"1130","Paradiso CrossFit","5424 Sepulveda Blvd, Culver City, CA, 90230, United States","(310) 823-1383","http://www.paradisocrossfit.com/","33.9908","-118.4401","true"
"1132","CrossFit Glasgow","27 Commerce Street, Glasgow, Glasgow City, G5 8AB, United Kingdom","07891 257 383","http://www.crossfitglasgow.com","55.8542","-4.2599","true"
"1133","810 CrossFit","8200 Embury Road #6, Grand Blanc, MI, 48439, United States","(810) 853-0260","http://www.810crossfit.com/","42.9101","-83.647","true"
"1134","CrossFit South Bend","3927 N Home St, Mishawaka, IN, 46545, United States","(574) 360-0966","http://www.crossfitsouthbend.com","41.6969","-86.1503","false"
"1135","CrossFit King of Prussia","200 DeKalb Street, Bridgeport, PA, 19405, United States","(973) 885-8728","http://www.crossfitkop.com/","40.1078","-75.3456","true"
"1136","CrossFit Shropshire","Station Cottage, Berrington, Shrewsbury, England, SY5 6EZ, United Kingdom","0044 1743 761610","http://www.crossfitshropshire.com/","52.6912","-2.7651","false"
"1137","CrossFit Olympia","503 Cherry St, Olympia, WA, 98501, United States","(360) 870-7995","http://www.crossfitolympia.com/","47.0442","-122.8956","false"
"1138","CrossFit Lewisville","1400 Moccasin Trail #18, Lewisville, TX, 75077, United States","(214) 232-4660","http://advantageconditioningtx.com/ounty.com/","33.0736","-97.0335","true"
"1140","CrossFit 10","3102 Perimeter Circle, Buford, GA, 30519, United States","(404) 966-0433","http://www.crossfit10.com/","34.1049","-83.8853","false"
"1141","CrossFit Poway","13100 Kirkham Way, Ste 210, Poway, CA, 92064, United States","(858) 774-9640","http://www.crossfitpoway.com","32.9355","-117.0444","false"
"1142","CrossFit Soulshine","165 High Rock Ave, Saratoga Springs, NY, 12866, United States","(518) 350-4468","http://crossfitsoulshine.com/","43.088","-73.7775","false"
"1143","CrossFit Ireland","T27 Rowan Avenue
Stillorgan Industrial Park, Dublin, Sandyford, 18, Ireland","(083) 152-1914","http://www.crossfitireland.ie/","53.2782","-6.2204","false"
"1146","CrossFit Exult","5241 Judd Rd, Whitesboro, NY, 13492, United States","(727) 641-3532","false","28.0606","-82.6481","false"
